# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		123048		2731		2055
1		123114		5462		2036
2		123175		8193		2071
3		123028		10924		2046
4		123057		13655		1991
5		122870		16386		2059
6		123014		19117		2064
7		122741		21848		2080
8		122137		24579		2071
9		122423		27310		2043
10		120639		30041		2071
11		115030		32772		2039
12		107955		35503		2059
13		100867		38234		2034
14		96392		40965		2044
15		92867		43695		2049
16		92034		46421		2039
17		91522		49151		2046
18		90399		51873		2073
19		88181		54597		2027
20		87374		57319		2055
21		86504		60044		2064
22		86384		62760		2060
23		85993		65482		2021
24		85680		68203		2064
25		85906		70917		2031
26		85365		73637		2029
27		85266		76362		2020
28		84962		79084		2032
29		84959		81805		2074
30		84874		84527		2057
31		84782		87244		2051
32		84904		89960		2023
33		84997		92674		2060
34		84973		95396		2039
35		84947		98114		2035
36		85112		100827		2054
37		84438		103543		2031
38		84618		106258		2059
39		84497		108980		2045
40		84660		111701		2054
41		84555		114422		2029
42		84590		117137		2064
43		84641		119855		2074
44		84684		122567		2032
45		84619		125282		2040
46		85392		128004		2032
47		85044		130723		2051
48		85087		133437		2038
49		84559		136151		2045
50		84856		138873		2056
51		84713		141588		2084
52		84622		144307		2054
53		84351		147023		2045
54		84377		149737		2041
55		84431		152458		2047
56		84244		155172		2061
57		84557		157894		2045
58		84480		160610		2052
59		84606		163331		2081
60		84532		166053		2038
61		84807		168771		2057
62		84492		171485		2057
63		84486		174199		2071
64		84543		176911		2065
65		84471		179629		2084
66		83885		182348		2071
67		84385		185066		2058
68		84133		187785		2055
69		84176		190502		2038
70		83744		193216		2071
71		83717		195935		2056
72		83651		198651		2053
73		83847		201359		2024
74		83970		204076		2071
75		84166		206796		2064
76		84091		209510		2054
77		84011		212223		2054
78		83969		214933		2074
79		84360		217645		2046
80		83890		220359		2023
81		84038		223081		2068
82		83887		225799		2065
83		84004		228514		2079
84		83820		231225		2077
85		83861		233941		2063
86		83593		236658		2057
87		84136		239371		2058
88		84056		242087		2052
89		83940		244802		2054
90		84121		247518		2062
91		84225		250222		2085
92		83862		252944		2068
93		83925		255664		2073
94		84217		258379		2052
95		83799		261095		2081
96		83960		263808		2049
97		84016		266529		2048
98		84073		269242		2057
99		83794		271961		2039
100		83742		274672		2046
101		83742		277384		2032
102		83974		280098		2054
103		83955		282809		2072
104		84130		285522		2061
105		84307		288246		2043
106		84201		290967		2062
107		84222		293684		2056
108		83778		296403		2049
109		83865		299117		2030
110		83610		301832		2037
111		84163		304550		2025
112		83543		307263		2034
113		83846		309976		2058
114		83963		312690		2062
115		84036		315404		2045
116		83859		318118		2054
117		83646		320832		2075
118		83989		323544		2065
119		83794		326258		2073
120		83821		328962		2073
121		83737		331670		2064
122		83512		334382		2074
123		83587		337089		2032
124		83428		339805		2074
125		83531		342518		2085
126		83882		345235		2070
127		83688		347959		2063
128		83640		350677		2070
129		83665		353385		2048
130		83607		356096		2035
131		83805		358806		2030
132		83616		361521		2047
133		84293		364233		2056
