alexa@Alex MINGW64 /C/Users/alexa/OneDrive/KTH grejer/ID2222 Data Mining/Lab assignments/Lab 5
$ ./run.sh -graph ./graphs/3elt.graph
2023-12-08 10:39:52 INFO  GraphReader:54 - ./graphs/3elt.graph. Nodes: 4720, Edges: 13722
2023-12-08 10:39:52 INFO  GraphReader:145 - Color Distribution : [ Color: 0, Count: 1180 ] [ Color: 1, Count: 1180 ] [ Color: 2, Count: 1180 ] [ Color: 3, Count: 1180 ]
2023-12-08 10:39:52 INFO  Jabeja:232 - round: 0, edge cut:6466, swaps: 4530, migrations: 2658
2023-12-08 10:39:52 INFO  Jabeja:232 - round: 1, edge cut:5543, swaps: 8815, migrations: 2941
2023-12-08 10:39:52 INFO  Jabeja:232 - round: 2, edge cut:4933, swaps: 13046, migrations: 3072
2023-12-08 10:39:52 INFO  Jabeja:232 - round: 3, edge cut:4502, swaps: 17205, migrations: 3116
2023-12-08 10:39:52 INFO  Jabeja:232 - round: 4, edge cut:4252, swaps: 21327, migrations: 3160
2023-12-08 10:39:52 INFO  Jabeja:232 - round: 5, edge cut:4052, swaps: 25409, migrations: 3225
2023-12-08 10:39:52 INFO  Jabeja:232 - round: 6, edge cut:3842, swaps: 29487, migrations: 3228
2023-12-08 10:39:52 INFO  Jabeja:232 - round: 7, edge cut:3730, swaps: 33542, migrations: 3225
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 8, edge cut:3592, swaps: 37607, migrations: 3241
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 9, edge cut:3462, swaps: 41654, migrations: 3250
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 10, edge cut:3346, swaps: 45695, migrations: 3272
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 11, edge cut:3253, swaps: 49695, migrations: 3281
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 12, edge cut:3152, swaps: 53662, migrations: 3287
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 13, edge cut:3106, swaps: 57599, migrations: 3305
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 14, edge cut:3066, swaps: 61639, migrations: 3285
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 15, edge cut:3010, swaps: 65642, migrations: 3293
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 16, edge cut:2903, swaps: 69654, migrations: 3305
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 17, edge cut:2881, swaps: 73647, migrations: 3307
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 18, edge cut:2871, swaps: 77655, migrations: 3297
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 19, edge cut:2816, swaps: 81658, migrations: 3297
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 20, edge cut:2741, swaps: 85648, migrations: 3303
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 21, edge cut:2747, swaps: 89652, migrations: 3291
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 22, edge cut:2700, swaps: 93637, migrations: 3285
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 23, edge cut:2675, swaps: 97647, migrations: 3285
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 24, edge cut:2692, swaps: 101648, migrations: 3282
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 25, edge cut:2602, swaps: 105618, migrations: 3294
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 26, edge cut:2597, swaps: 109621, migrations: 3299
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 27, edge cut:2580, swaps: 113607, migrations: 3302
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 28, edge cut:2538, swaps: 117571, migrations: 3306
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 29, edge cut:2549, swaps: 121578, migrations: 3295
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 30, edge cut:2487, swaps: 125595, migrations: 3281
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 31, edge cut:2448, swaps: 129569, migrations: 3295
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 32, edge cut:2414, swaps: 133530, migrations: 3288
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 33, edge cut:2393, swaps: 137515, migrations: 3301
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 34, edge cut:2346, swaps: 141483, migrations: 3295
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 35, edge cut:2300, swaps: 145440, migrations: 3293
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 36, edge cut:2278, swaps: 149395, migrations: 3295
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 37, edge cut:2263, swaps: 153395, migrations: 3300
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 38, edge cut:2265, swaps: 157308, migrations: 3306
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 39, edge cut:2213, swaps: 161265, migrations: 3309
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 40, edge cut:2201, swaps: 165203, migrations: 3312
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 41, edge cut:2177, swaps: 169113, migrations: 3310
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 42, edge cut:2146, swaps: 173058, migrations: 3308
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 43, edge cut:2113, swaps: 176986, migrations: 3310
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 44, edge cut:2111, swaps: 180963, migrations: 3317
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 45, edge cut:2086, swaps: 184971, migrations: 3310
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 46, edge cut:2055, swaps: 188918, migrations: 3316
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 47, edge cut:2040, swaps: 192807, migrations: 3320
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 48, edge cut:2023, swaps: 196713, migrations: 3328
2023-12-08 10:39:53 INFO  Jabeja:232 - round: 49, edge cut:2011, swaps: 200619, migrations: 3322
