alexa@Alex MINGW64 /C/Users/alexa/OneDrive/KTH grejer/ID2222 Data Mining/Lab assignments/Lab 5
$ ./run.sh -graph ./graphs/add20.graph
2023-12-08 19:29:55 INFO  GraphReader:54 - ./graphs/add20.graph. Nodes: 2395, Edges: 7462
2023-12-08 19:29:55 INFO  GraphReader:145 - Color Distribution : [ Color: 0, Count: 598 ] [ Color: 1, Count: 599 ] [ Color: 2, Count: 599 ] [ Color: 3, Count: 599 ]
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 0, edge cut:4401, swaps: 2352, migrations: 1619
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 1, edge cut:3419, swaps: 4610, migrations: 1716
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 2, edge cut:2866, swaps: 6815, migrations: 1764
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 3, edge cut:2581, swaps: 8968, migrations: 1766
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 4, edge cut:2417, swaps: 11102, migrations: 1789
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 5, edge cut:2284, swaps: 13190, migrations: 1765
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 6, edge cut:2210, swaps: 15283, migrations: 1789
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 7, edge cut:2149, swaps: 17307, migrations: 1808
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 8, edge cut:2095, swaps: 19304, migrations: 1796
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 9, edge cut:2060, swaps: 21335, migrations: 1791
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 10, edge cut:2031, swaps: 23371, migrations: 1796
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 11, edge cut:2011, swaps: 25367, migrations: 1798
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 12, edge cut:1999, swaps: 27379, migrations: 1792
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 13, edge cut:1990, swaps: 29380, migrations: 1816
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 14, edge cut:1981, swaps: 31347, migrations: 1811
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 15, edge cut:1970, swaps: 33340, migrations: 1802
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 16, edge cut:1964, swaps: 35380, migrations: 1793
2023-12-08 19:29:55 INFO  Jabeja:284 - round: 17, edge cut:1957, swaps: 37358, migrations: 1811
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 18, edge cut:1946, swaps: 39349, migrations: 1820
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 19, edge cut:1939, swaps: 41310, migrations: 1822
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 20, edge cut:1938, swaps: 43287, migrations: 1823
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 21, edge cut:1933, swaps: 45279, migrations: 1835
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 22, edge cut:1931, swaps: 47236, migrations: 1825
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 23, edge cut:1921, swaps: 49231, migrations: 1835
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 24, edge cut:1911, swaps: 51228, migrations: 1827
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 25, edge cut:1908, swaps: 53222, migrations: 1824
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 26, edge cut:1902, swaps: 55205, migrations: 1817
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 27, edge cut:1901, swaps: 57208, migrations: 1821
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 28, edge cut:1893, swaps: 59201, migrations: 1820
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 29, edge cut:1888, swaps: 61150, migrations: 1815
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 30, edge cut:1875, swaps: 63104, migrations: 1815
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 31, edge cut:1863, swaps: 65071, migrations: 1816
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 32, edge cut:1852, swaps: 67050, migrations: 1819
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 33, edge cut:1840, swaps: 69046, migrations: 1826
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 34, edge cut:1832, swaps: 71043, migrations: 1829
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 35, edge cut:1827, swaps: 73061, migrations: 1820
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 36, edge cut:1826, swaps: 75115, migrations: 1821
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 37, edge cut:1825, swaps: 77108, migrations: 1818
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 38, edge cut:1822, swaps: 79103, migrations: 1813
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 39, edge cut:1821, swaps: 81118, migrations: 1815
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 40, edge cut:1817, swaps: 83107, migrations: 1813
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 41, edge cut:1815, swaps: 85094, migrations: 1808
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 42, edge cut:1814, swaps: 87104, migrations: 1806
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 43, edge cut:1814, swaps: 89089, migrations: 1810
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 44, edge cut:1812, swaps: 91077, migrations: 1807
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 45, edge cut:1811, swaps: 93063, migrations: 1806
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 46, edge cut:1809, swaps: 95033, migrations: 1811
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 47, edge cut:1809, swaps: 97016, migrations: 1807
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 48, edge cut:1808, swaps: 99003, migrations: 1806
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 49, edge cut:1807, swaps: 100995, migrations: 1803
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 50, edge cut:1808, swaps: 102982, migrations: 1798
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 51, edge cut:1808, swaps: 104971, migrations: 1801
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 52, edge cut:1808, swaps: 106951, migrations: 1805
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 53, edge cut:1808, swaps: 108927, migrations: 1809
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 54, edge cut:1807, swaps: 110933, migrations: 1806
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 55, edge cut:1807, swaps: 112925, migrations: 1807
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 56, edge cut:1807, swaps: 114905, migrations: 1807
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 57, edge cut:1807, swaps: 116886, migrations: 1803
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 58, edge cut:1808, swaps: 118837, migrations: 1800
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 59, edge cut:1808, swaps: 120833, migrations: 1801
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 60, edge cut:1806, swaps: 122831, migrations: 1802
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 61, edge cut:1806, swaps: 124796, migrations: 1805
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 62, edge cut:1805, swaps: 126758, migrations: 1804
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 63, edge cut:1805, swaps: 128769, migrations: 1805
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 64, edge cut:1803, swaps: 130743, migrations: 1805
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 65, edge cut:1802, swaps: 132702, migrations: 1800
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 66, edge cut:1802, swaps: 134702, migrations: 1798
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 67, edge cut:1800, swaps: 136630, migrations: 1799
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 68, edge cut:1800, swaps: 138618, migrations: 1797
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 69, edge cut:1799, swaps: 140591, migrations: 1800
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 70, edge cut:1797, swaps: 142570, migrations: 1795
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 71, edge cut:1795, swaps: 144550, migrations: 1795
2023-12-08 19:29:56 INFO  Jabeja:284 - round: 72, edge cut:1794, swaps: 146515, migrations: 1800
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 73, edge cut:1794, swaps: 148488, migrations: 1797
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 74, edge cut:1794, swaps: 150474, migrations: 1794
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 75, edge cut:1793, swaps: 152426, migrations: 1797
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 76, edge cut:1793, swaps: 154394, migrations: 1797
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 77, edge cut:1793, swaps: 156402, migrations: 1798
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 78, edge cut:1793, swaps: 158392, migrations: 1800
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 79, edge cut:1792, swaps: 160367, migrations: 1798
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 80, edge cut:1792, swaps: 162344, migrations: 1798
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 81, edge cut:1792, swaps: 164310, migrations: 1800
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 82, edge cut:1792, swaps: 166275, migrations: 1801
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 83, edge cut:1792, swaps: 168212, migrations: 1801
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 84, edge cut:1792, swaps: 170206, migrations: 1803
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 85, edge cut:1792, swaps: 172175, migrations: 1806
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 86, edge cut:1792, swaps: 174158, migrations: 1802
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 87, edge cut:1792, swaps: 176122, migrations: 1803
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 88, edge cut:1791, swaps: 178107, migrations: 1806
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 89, edge cut:1791, swaps: 180089, migrations: 1804
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 90, edge cut:1792, swaps: 182088, migrations: 1809
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 91, edge cut:1792, swaps: 184079, migrations: 1808
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 92, edge cut:1792, swaps: 186023, migrations: 1809
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 93, edge cut:1792, swaps: 188004, migrations: 1803
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 94, edge cut:1792, swaps: 189957, migrations: 1804
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 95, edge cut:1792, swaps: 191928, migrations: 1802
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 96, edge cut:1792, swaps: 193915, migrations: 1804
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 97, edge cut:1792, swaps: 195868, migrations: 1799
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 98, edge cut:1792, swaps: 197837, migrations: 1796
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 99, edge cut:1792, swaps: 199806, migrations: 1796
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 100, edge cut:1792, swaps: 201792, migrations: 1794
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 101, edge cut:1792, swaps: 203782, migrations: 1789
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 102, edge cut:1791, swaps: 205713, migrations: 1792
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 103, edge cut:1791, swaps: 207667, migrations: 1795
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 104, edge cut:1791, swaps: 209623, migrations: 1795
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 105, edge cut:1790, swaps: 211611, migrations: 1799
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 106, edge cut:1790, swaps: 213586, migrations: 1795
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 107, edge cut:1789, swaps: 215561, migrations: 1793
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 108, edge cut:1789, swaps: 217524, migrations: 1795
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 109, edge cut:1789, swaps: 219470, migrations: 1792
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 110, edge cut:1789, swaps: 221453, migrations: 1791
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 111, edge cut:1789, swaps: 223406, migrations: 1791
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 112, edge cut:1789, swaps: 225405, migrations: 1795
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 113, edge cut:1789, swaps: 227372, migrations: 1788
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 114, edge cut:1789, swaps: 229368, migrations: 1786
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 115, edge cut:1790, swaps: 231344, migrations: 1786
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 116, edge cut:1789, swaps: 233312, migrations: 1785
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 117, edge cut:1789, swaps: 235308, migrations: 1784
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 118, edge cut:1789, swaps: 237280, migrations: 1787
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 119, edge cut:1788, swaps: 239234, migrations: 1789
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 120, edge cut:1788, swaps: 241208, migrations: 1785
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 121, edge cut:1788, swaps: 243184, migrations: 1785
2023-12-08 19:29:57 INFO  Jabeja:284 - round: 122, edge cut:1788, swaps: 245192, migrations: 1787
