alexa@Alex MINGW64 /C/Users/alexa/OneDrive/KTH grejer/ID2222 Data Mining/Lab assignments/Lab 5
$ ./run.sh -graph ./graphs/3elt.graph
2023-12-08 22:14:26 INFO  GraphReader:54 - ./graphs/3elt.graph. Nodes: 4720, Edges: 13722
2023-12-08 22:14:26 INFO  GraphReader:145 - Color Distribution : [ Color: 0, Count: 1180 ] [ Color: 1, Count: 1180 ] [ Color: 2, Count: 1180 ] [ Color: 3, Count: 1180 ]
2023-12-08 22:14:26 INFO  Jabeja:284 - round: 0, edge cut:7620, swaps: 4503, migrations: 2824
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 1, edge cut:6335, swaps: 8776, migrations: 3142
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 2, edge cut:5421, swaps: 12903, migrations: 3223
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 3, edge cut:4795, swaps: 16969, migrations: 3217
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 4, edge cut:4383, swaps: 20997, migrations: 3260
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 5, edge cut:4088, swaps: 24994, migrations: 3285
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 6, edge cut:3797, swaps: 28975, migrations: 3311
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 7, edge cut:3585, swaps: 33007, migrations: 3317
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 8, edge cut:3419, swaps: 37008, migrations: 3305
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 9, edge cut:3283, swaps: 40961, migrations: 3313
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 10, edge cut:3130, swaps: 44876, migrations: 3329
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 11, edge cut:3006, swaps: 48796, migrations: 3348
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 12, edge cut:2909, swaps: 52682, migrations: 3330
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 13, edge cut:2829, swaps: 56592, migrations: 3329
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 14, edge cut:2764, swaps: 60509, migrations: 3332
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 15, edge cut:2685, swaps: 64416, migrations: 3335
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 16, edge cut:2622, swaps: 68364, migrations: 3338
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 17, edge cut:2558, swaps: 72298, migrations: 3342
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 18, edge cut:2498, swaps: 76239, migrations: 3352
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 19, edge cut:2451, swaps: 80152, migrations: 3347
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 20, edge cut:2405, swaps: 84059, migrations: 3356
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 21, edge cut:2354, swaps: 87946, migrations: 3365
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 22, edge cut:2298, swaps: 91892, migrations: 3381
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 23, edge cut:2259, swaps: 95815, migrations: 3388
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 24, edge cut:2232, swaps: 99668, migrations: 3379
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 25, edge cut:2215, swaps: 103580, migrations: 3377
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 26, edge cut:2182, swaps: 107490, migrations: 3373
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 27, edge cut:2135, swaps: 111394, migrations: 3384
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 28, edge cut:2112, swaps: 115288, migrations: 3387
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 29, edge cut:2097, swaps: 119223, migrations: 3388
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 30, edge cut:2056, swaps: 123162, migrations: 3396
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 31, edge cut:2034, swaps: 127088, migrations: 3400
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 32, edge cut:2024, swaps: 130989, migrations: 3408
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 33, edge cut:2010, swaps: 134842, migrations: 3411
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 34, edge cut:1991, swaps: 138730, migrations: 3417
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 35, edge cut:1974, swaps: 142633, migrations: 3413
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 36, edge cut:1961, swaps: 146565, migrations: 3411
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 37, edge cut:1951, swaps: 150419, migrations: 3415
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 38, edge cut:1931, swaps: 154323, migrations: 3407
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 39, edge cut:1928, swaps: 158197, migrations: 3409
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 40, edge cut:1915, swaps: 162102, migrations: 3401
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 41, edge cut:1913, swaps: 165972, migrations: 3395
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 42, edge cut:1893, swaps: 169873, migrations: 3399
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 43, edge cut:1864, swaps: 173772, migrations: 3403
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 44, edge cut:1857, swaps: 177684, migrations: 3406
2023-12-08 22:14:27 INFO  Jabeja:284 - round: 45, edge cut:1857, swaps: 181585, migrations: 3407
2023-12-08 22:14:28 INFO  Jabeja:284 - round: 46, edge cut:1854, swaps: 185436, migrations: 3404
2023-12-08 22:14:28 INFO  Jabeja:284 - round: 47, edge cut:1843, swaps: 189335, migrations: 3399
